age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
481,56,management,single,secondary,0,237,1,0,telephone,9,jul,236,4,-1,0,unknown,0
4082,47,blue-collar,married,secondary,0,0,1,0,cellular,21,jul,676,1,-1,0,unknown,0
3569,50,management,married,tertiary,0,78,1,0,cellular,14,jan,218,3,161,9,other,0
3983,40,technician,divorced,tertiary,0,1871,1,0,cellular,17,nov,64,1,-1,0,unknown,0
3605,27,management,single,tertiary,0,88,0,0,cellular,4,may,143,1,-1,0,unknown,0
803,57,housemaid,single,secondary,0,254,0,0,cellular,8,oct,676,1,-1,0,unknown,0
1308,48,technician,married,tertiary,0,0,0,0,telephone,26,aug,176,15,-1,0,unknown,0
1024,36,blue-collar,married,secondary,0,2357,1,0,unknown,17,jun,228,2,-1,0,unknown,0
3627,56,services,married,secondary,0,-229,0,1,cellular,23,jul,55,10,-1,0,unknown,0
2637,44,self-employed,married,secondary,0,313,0,0,cellular,6,aug,211,4,-1,0,unknown,0
2711,47,unknown,married,unknown,0,677,0,0,cellular,7,aug,384,1,99,4,success,0
2439,28,blue-collar,married,secondary,0,64,1,0,unknown,13,may,160,3,-1,0,unknown,0
3158,58,admin.,married,secondary,0,1142,0,0,telephone,4,feb,82,3,-1,0,unknown,0
2484,26,self-employed,single,tertiary,0,1153,0,0,cellular,4,may,238,3,-1,0,unknown,0
4415,52,blue-collar,married,primary,0,-133,0,0,unknown,5,jun,96,2,-1,0,unknown,0
2327,41,admin.,married,secondary,0,8238,1,1,unknown,30,may,124,4,-1,0,unknown,0
3207,54,management,married,tertiary,0,2819,0,0,cellular,7,aug,123,3,-1,0,unknown,0
2466,42,self-employed,married,secondary,0,5564,0,0,cellular,17,nov,560,2,-1,0,unknown,0
628,45,technician,married,secondary,0,88,0,0,cellular,29,aug,150,2,-1,0,unknown,0
1233,37,blue-collar,married,secondary,0,131,1,0,unknown,9,may,137,2,-1,0,unknown,0
2391,54,management,divorced,tertiary,0,0,0,1,cellular,10,jul,88,1,-1,0,unknown,0
4079,53,entrepreneur,married,secondary,0,-118,1,0,unknown,9,may,101,3,-1,0,unknown,0
1328,26,management,single,tertiary,0,205,0,0,unknown,26,may,111,1,-1,0,unknown,0
2061,31,services,married,secondary,0,-331,1,0,unknown,23,may,203,5,-1,0,unknown,0
1944,48,blue-collar,married,secondary,0,333,1,0,cellular,14,may,24,6,-1,0,unknown,0
142,56,services,divorced,unknown,0,1877,1,0,unknown,30,may,86,1,-1,0,unknown,0
4094,31,technician,single,tertiary,0,969,0,0,cellular,15,jun,95,1,-1,0,unknown,0
580,29,management,married,tertiary,0,361,1,1,cellular,28,jul,819,3,-1,0,unknown,0
625,36,technician,married,secondary,0,146,1,1,unknown,15,may,284,2,-1,0,unknown,0
1034,36,admin.,married,unknown,0,2323,0,0,cellular,19,nov,111,1,-1,0,unknown,0
3957,50,entrepreneur,married,tertiary,0,52,0,0,cellular,31,jul,22,8,-1,0,unknown,0
635,33,management,divorced,tertiary,1,280,0,1,cellular,18,nov,155,1,-1,0,unknown,0
2927,30,blue-collar,married,secondary,0,125,1,0,unknown,29,may,238,2,-1,0,unknown,0
1799,41,technician,married,tertiary,0,13,0,0,unknown,5,jun,189,2,-1,0,unknown,0
3886,36,management,single,tertiary,0,678,0,1,unknown,4,jul,85,3,-1,0,unknown,0
2011,31,blue-collar,married,primary,0,0,1,1,unknown,12,may,59,4,-1,0,unknown,0
4014,41,admin.,married,secondary,0,21515,1,0,unknown,5,jun,87,1,-1,0,unknown,0
1594,60,unemployed,divorced,secondary,0,385,1,0,cellular,4,feb,80,1,-1,0,unknown,0
2110,31,blue-collar,married,secondary,0,-498,1,0,cellular,21,jul,357,1,-1,0,unknown,0
3757,35,technician,single,tertiary,0,2288,0,0,telephone,28,may,32,2,-1,0,unknown,0
1086,50,self-employed,married,secondary,0,3025,0,1,cellular,6,aug,168,3,-1,0,unknown,0
4204,49,blue-collar,married,primary,0,902,0,0,unknown,9,jun,210,2,-1,0,unknown,0
1819,33,technician,divorced,secondary,1,10,1,1,cellular,18,nov,167,5,-1,0,unknown,0
3628,29,services,married,secondary,0,182,1,0,telephone,13,may,38,3,-1,0,unknown,0
4515,32,services,single,secondary,0,473,1,0,cellular,7,jul,624,5,-1,0,unknown,0
4078,30,management,married,tertiary,0,562,0,0,cellular,21,aug,137,4,-1,0,unknown,0
2976,28,blue-collar,single,secondary,0,56,1,0,unknown,23,may,66,1,-1,0,unknown,0
2708,33,management,married,tertiary,0,287,1,0,cellular,15,may,199,2,274,3,other,0
1138,35,technician,divorced,secondary,0,56,0,0,cellular,29,aug,24,12,-1,0,unknown,0
2215,34,management,single,unknown,0,1534,1,0,cellular,16,apr,156,1,147,7,other,0
4334,37,entrepreneur,single,secondary,0,20453,1,0,telephone,4,may,115,1,-1,0,unknown,0
335,47,management,divorced,tertiary,0,447,0,1,unknown,7,may,126,1,-1,0,unknown,0
419,46,technician,married,secondary,0,1322,1,1,cellular,19,nov,514,1,-1,0,unknown,0
788,43,technician,married,secondary,0,764,1,0,cellular,14,jul,557,5,-1,0,unknown,0
72,31,management,single,tertiary,0,6248,1,0,unknown,9,may,154,2,-1,0,unknown,0
2971,37,blue-collar,married,secondary,0,346,1,0,cellular,17,apr,390,1,316,1,failure,0
3592,39,services,married,secondary,0,0,1,0,unknown,20,may,793,2,-1,0,unknown,0
4506,42,unemployed,divorced,tertiary,0,-166,0,0,cellular,29,aug,85,4,-1,0,unknown,0
824,39,technician,married,tertiary,0,794,0,0,telephone,2,feb,182,1,-1,0,unknown,0
3153,46,blue-collar,married,primary,0,328,1,0,unknown,21,may,526,8,-1,0,unknown,0
1133,26,services,single,secondary,0,127,1,1,cellular,23,jul,85,3,-1,0,unknown,0
2621,24,blue-collar,single,unknown,0,431,1,0,unknown,3,jun,108,12,-1,0,unknown,0
1008,36,management,married,tertiary,0,605,1,0,unknown,26,may,204,1,-1,0,unknown,0
4468,42,housemaid,married,primary,0,1,1,0,telephone,28,jul,59,5,-1,0,unknown,0
1823,35,technician,divorced,secondary,0,473,1,1,unknown,26,may,434,4,-1,0,unknown,0
2613,36,admin.,married,secondary,0,725,1,0,cellular,27,feb,123,3,99,8,failure,0
1602,47,admin.,divorced,secondary,0,162,1,0,unknown,9,may,203,4,-1,0,unknown,0
1396,32,blue-collar,married,secondary,0,687,1,0,unknown,9,may,61,1,-1,0,unknown,0
583,33,management,single,tertiary,0,-53,0,0,cellular,29,jan,617,2,-1,0,unknown,0
3883,57,admin.,married,secondary,0,169,0,0,cellular,14,aug,180,1,106,2,failure,0
1481,40,management,single,secondary,0,192,1,0,unknown,16,may,71,11,-1,0,unknown,0
4514,38,blue-collar,married,secondary,0,1205,1,0,cellular,20,apr,45,4,153,1,failure,0
2949,46,blue-collar,married,primary,0,147,1,0,cellular,6,may,116,2,169,3,failure,0
2805,35,unknown,married,primary,0,634,0,0,cellular,7,jul,185,2,-1,0,unknown,0
866,54,retired,married,secondary,0,3671,0,0,unknown,11,jun,67,3,-1,0,unknown,0
3237,32,entrepreneur,married,primary,0,795,0,0,cellular,8,aug,131,3,-1,0,unknown,0
2175,56,management,divorced,tertiary,0,442,0,0,unknown,28,may,77,3,-1,0,unknown,0
2351,52,unknown,married,unknown,0,1317,0,0,unknown,12,jun,58,1,-1,0,unknown,0
2204,49,services,married,secondary,0,47,0,0,unknown,5,may,234,2,-1,0,unknown,0
1400,35,technician,married,secondary,0,2,0,0,telephone,28,jan,653,3,-1,0,unknown,0
1831,32,admin.,single,tertiary,0,-59,0,1,unknown,4,jul,192,1,-1,0,unknown,0
1299,49,blue-collar,married,secondary,0,-55,0,0,unknown,17,jun,150,3,-1,0,unknown,0
3766,38,technician,single,secondary,0,311,1,0,cellular,28,may,61,2,-1,0,unknown,0
1707,30,self-employed,married,secondary,0,123,0,1,unknown,17,jul,66,1,85,5,other,0
1784,50,blue-collar,married,secondary,0,810,1,0,unknown,14,may,19,14,-1,0,unknown,0
4362,40,technician,married,secondary,0,697,0,0,cellular,24,jun,220,2,219,2,other,0
2100,35,management,single,tertiary,0,633,1,0,cellular,17,apr,128,3,-1,0,unknown,0
291,47,blue-collar,married,secondary,0,480,1,0,unknown,28,may,211,2,-1,0,unknown,0
3611,28,technician,single,secondary,0,389,1,0,cellular,11,may,15,7,-1,0,unknown,0
1094,32,technician,single,tertiary,0,1012,0,0,cellular,14,apr,178,1,-1,0,unknown,0
3596,34,admin.,married,secondary,0,396,1,0,cellular,16,jul,101,3,-1,0,unknown,0
1735,35,blue-collar,married,secondary,0,407,1,0,cellular,20,apr,12,6,-1,0,unknown,0
1286,32,management,single,tertiary,0,1218,1,0,telephone,28,jan,70,2,-1,0,unknown,0
2136,34,management,married,tertiary,0,0,1,0,unknown,8,may,214,2,-1,0,unknown,0
2513,33,blue-collar,married,primary,0,191,1,0,unknown,9,may,162,2,-1,0,unknown,0
2660,32,unemployed,married,secondary,0,10,1,0,unknown,6,may,501,4,-1,0,unknown,0
2080,34,services,divorced,secondary,0,44,0,0,unknown,9,jun,118,1,-1,0,unknown,0
2913,58,retired,married,secondary,0,413,0,0,cellular,27,aug,104,5,-1,0,unknown,0
1016,36,blue-collar,married,secondary,0,439,1,0,unknown,21,may,260,5,-1,0,unknown,0
4285,37,admin.,married,tertiary,0,0,1,0,cellular,21,jul,115,1,-1,0,unknown,0
1036,53,technician,married,secondary,0,2647,1,0,unknown,30,may,121,1,-1,0,unknown,0
1893,35,technician,divorced,secondary,0,69,1,0,unknown,8,may,461,3,-1,0,unknown,0
606,28,blue-collar,married,secondary,0,1020,1,0,unknown,28,may,251,1,-1,0,unknown,0
544,49,admin.,married,secondary,0,2465,0,0,cellular,20,aug,157,3,-1,0,unknown,0
101,38,management,single,tertiary,0,493,1,0,cellular,11,may,553,1,367,7,failure,0
208,38,services,single,secondary,0,-196,1,0,cellular,2,feb,60,1,271,1,failure,0
3227,53,management,married,tertiary,0,1343,0,0,cellular,5,aug,129,4,-1,0,unknown,0
4380,57,housemaid,married,secondary,0,0,0,0,cellular,22,aug,197,2,-1,0,unknown,0
22,44,services,single,secondary,0,106,0,0,unknown,12,jun,109,2,-1,0,unknown,0
1132,41,management,divorced,tertiary,0,4567,1,1,cellular,16,jul,106,1,-1,0,unknown,0
3877,62,unknown,married,secondary,0,367,0,0,telephone,2,mar,139,5,-1,0,unknown,0
2686,31,blue-collar,married,secondary,0,0,0,1,telephone,15,jul,275,2,-1,0,unknown,0
3546,30,management,single,tertiary,0,6495,0,0,cellular,30,mar,78,3,-1,0,unknown,0
3595,30,blue-collar,single,secondary,1,447,0,0,unknown,14,may,103,6,-1,0,unknown,0
1189,34,technician,single,secondary,0,201,0,0,cellular,22,jul,257,2,-1,0,unknown,0
1347,29,self-employed,married,tertiary,0,751,1,0,unknown,23,may,121,2,-1,0,unknown,0
629,59,management,married,tertiary,0,2764,0,0,cellular,24,dec,237,1,206,2,failure,0
414,53,blue-collar,married,secondary,0,4380,0,0,telephone,19,aug,223,7,-1,0,unknown,0
3958,34,management,married,tertiary,0,2594,1,0,cellular,21,nov,161,3,-1,0,unknown,0
733,33,admin.,married,secondary,0,1158,1,0,cellular,20,apr,25,2,-1,0,unknown,0
2336,35,management,married,tertiary,0,2682,1,0,cellular,9,jul,156,1,-1,0,unknown,0
3129,42,blue-collar,divorced,unknown,0,0,0,0,cellular,7,jul,64,2,-1,0,unknown,0
4399,29,entrepreneur,married,secondary,0,452,1,0,unknown,27,may,347,1,-1,0,unknown,0
1493,39,technician,single,tertiary,0,-41,0,1,cellular,25,aug,40,15,-1,0,unknown,0
4310,36,management,married,tertiary,0,1852,0,0,unknown,8,may,362,1,-1,0,unknown,0
3320,48,management,single,secondary,0,290,1,0,cellular,21,jul,257,2,-1,0,unknown,0
1459,31,technician,single,secondary,0,433,0,0,cellular,11,aug,1504,2,-1,0,unknown,0
4179,34,blue-collar,divorced,secondary,0,-566,1,0,unknown,26,may,248,2,-1,0,unknown,0
277,38,technician,single,tertiary,0,0,0,0,cellular,28,aug,247,2,-1,0,unknown,0
3777,26,blue-collar,single,secondary,0,396,1,0,unknown,28,may,302,1,-1,0,unknown,0
2266,55,admin.,married,secondary,0,0,0,0,cellular,23,sep,180,2,238,3,success,0
1309,31,management,married,secondary,0,625,1,0,cellular,7,apr,424,1,138,1,failure,0
676,58,management,single,tertiary,0,2,1,0,telephone,11,may,168,3,-1,0,unknown,0
3241,48,technician,married,secondary,0,5,0,0,unknown,9,jun,65,6,-1,0,unknown,0
3265,55,retired,married,secondary,0,1467,0,1,cellular,29,jul,277,2,-1,0,unknown,0
954,58,retired,divorced,unknown,0,5920,1,0,cellular,23,jul,255,1,-1,0,unknown,0
1198,53,technician,divorced,secondary,0,320,0,0,cellular,9,jul,175,1,-1,0,unknown,0
545,35,blue-collar,married,primary,0,0,1,0,cellular,24,jul,90,6,-1,0,unknown,0
4140,54,self-employed,divorced,primary,0,4382,1,0,telephone,18,may,193,4,-1,0,unknown,0
908,30,services,single,secondary,0,3485,0,0,cellular,2,feb,142,2,-1,0,unknown,0
2535,30,student,single,tertiary,0,7513,0,0,cellular,11,aug,269,2,-1,0,unknown,0
1850,54,management,divorced,tertiary,0,1295,1,0,cellular,21,jul,179,10,-1,0,unknown,0
1465,39,services,married,secondary,0,124,1,0,cellular,31,jul,81,5,-1,0,unknown,0
907,40,management,married,tertiary,0,60,0,0,unknown,16,jun,172,6,-1,0,unknown,0
1746,51,management,single,tertiary,0,2139,0,0,cellular,17,nov,176,2,-1,0,unknown,0
771,52,technician,married,secondary,0,1781,1,0,unknown,19,may,144,2,-1,0,unknown,0
1084,26,services,divorced,secondary,0,74,1,0,unknown,23,may,106,6,-1,0,unknown,0
1004,24,blue-collar,married,secondary,0,204,1,1,cellular,17,apr,229,3,-1,0,unknown,0
1549,41,self-employed,married,secondary,0,28,1,0,cellular,11,may,49,1,-1,0,unknown,0
2256,41,management,single,secondary,0,764,0,0,cellular,12,jun,230,2,-1,0,unknown,0
2829,27,blue-collar,married,secondary,0,818,1,0,unknown,3,jun,188,5,-1,0,unknown,0
4479,39,admin.,single,secondary,0,163,1,0,cellular,30,jan,107,2,-1,0,unknown,0
4033,37,management,married,tertiary,0,3288,0,0,cellular,8,aug,124,2,-1,0,unknown,0
26,55,blue-collar,married,primary,0,627,1,0,unknown,5,may,247,1,-1,0,unknown,0
683,30,technician,single,tertiary,0,985,1,0,cellular,19,feb,88,2,-1,0,unknown,0
1683,34,admin.,single,primary,0,0,1,1,cellular,6,may,172,4,-1,0,unknown,0
3044,53,entrepreneur,married,unknown,0,7,0,0,cellular,20,nov,68,1,-1,0,unknown,0
2071,37,services,married,secondary,0,4760,1,0,cellular,20,nov,187,2,-1,0,unknown,0
813,31,management,married,secondary,0,466,1,0,cellular,14,may,164,1,-1,0,unknown,0
2240,50,technician,married,secondary,0,1130,1,0,cellular,23,jul,119,2,-1,0,unknown,0
2893,26,admin.,divorced,secondary,1,-3,1,0,unknown,13,may,181,5,-1,0,unknown,0
252,55,blue-collar,divorced,primary,0,410,0,1,cellular,11,jul,221,2,-1,0,unknown,0
2886,43,blue-collar,divorced,primary,0,92,1,0,unknown,15,may,237,2,-1,0,unknown,0
4038,71,unknown,married,tertiary,0,353,0,0,cellular,27,jan,208,1,93,2,failure,0
1775,38,management,married,tertiary,0,7124,0,0,unknown,16,jun,301,6,-1,0,unknown,0
3752,47,services,married,secondary,0,0,1,0,telephone,9,jul,250,1,-1,0,unknown,0
1553,34,blue-collar,married,secondary,0,3990,1,0,cellular,24,jul,633,7,-1,0,unknown,0
3108,38,blue-collar,married,primary,0,1679,1,0,unknown,20,jun,21,18,-1,0,unknown,0
673,33,management,married,tertiary,0,1808,1,0,unknown,4,jun,99,4,-1,0,unknown,0
1433,33,blue-collar,single,secondary,0,13494,1,0,unknown,20,jun,27,25,-1,0,unknown,0
1279,32,management,married,tertiary,0,913,1,0,cellular,23,jun,883,1,674,4,failure,0
2098,57,retired,married,secondary,1,32,1,0,cellular,15,may,476,3,-1,0,unknown,0
1018,55,retired,married,secondary,0,466,0,0,unknown,17,jun,287,4,-1,0,unknown,0
1798,38,technician,married,tertiary,0,45,0,0,cellular,22,jul,125,4,-1,0,unknown,0
2813,47,technician,married,secondary,0,1990,1,1,cellular,25,aug,108,4,-1,0,unknown,0
315,30,blue-collar,married,primary,0,1317,1,0,unknown,21,may,395,2,-1,0,unknown,0
3340,49,entrepreneur,married,primary,0,199,0,0,unknown,13,may,113,2,-1,0,unknown,0
3244,51,management,married,unknown,0,712,0,0,cellular,13,aug,287,2,-1,0,unknown,0
4135,56,unemployed,divorced,primary,0,802,0,0,telephone,3,feb,258,2,-1,0,unknown,0
1832,40,services,divorced,secondary,0,-81,0,1,cellular,23,jul,186,1,-1,0,unknown,0
1127,32,management,single,unknown,0,787,0,0,cellular,28,jan,92,1,-1,0,unknown,0
4164,38,blue-collar,married,primary,0,506,1,1,unknown,12,jun,122,1,-1,0,unknown,0
3776,36,blue-collar,divorced,secondary,0,-11,0,0,unknown,5,jun,152,2,-1,0,unknown,0
3416,30,management,single,tertiary,0,47,0,1,cellular,31,jul,11,17,-1,0,unknown,0
2974,44,management,divorced,tertiary,0,-710,1,0,cellular,10,jul,183,1,-1,0,unknown,0
1516,29,self-employed,married,tertiary,0,242,1,0,cellular,18,jul,73,4,-1,0,unknown,0
406,41,technician,married,tertiary,0,744,1,0,unknown,14,may,125,1,-1,0,unknown,0
4132,37,technician,married,secondary,0,1063,1,0,cellular,31,jul,413,2,-1,0,unknown,0
745,53,management,married,secondary,0,66,0,1,telephone,8,jul,141,1,-1,0,unknown,0
1637,43,blue-collar,married,primary,0,1211,1,0,unknown,6,may,208,3,-1,0,unknown,0
1152,50,admin.,married,secondary,0,0,0,0,cellular,4,aug,86,4,-1,0,unknown,0
2996,38,self-employed,married,secondary,0,746,0,0,unknown,20,jun,256,3,-1,0,unknown,0
1596,32,technician,married,secondary,0,84,0,1,cellular,29,jul,403,3,-1,0,unknown,0
1993,40,management,married,unknown,0,419,1,0,cellular,10,jul,347,1,-1,0,unknown,0
617,31,management,single,secondary,0,36,0,0,cellular,27,aug,105,2,-1,0,unknown,0
1397,31,blue-collar,married,secondary,0,631,1,0,unknown,23,may,248,4,-1,0,unknown,0
3390,42,entrepreneur,married,primary,1,66,1,1,cellular,6,feb,139,1,-1,0,unknown,0
2728,60,admin.,married,secondary,0,-396,1,0,cellular,11,may,443,1,350,1,failure,0
40,38,management,single,tertiary,0,11971,1,0,unknown,17,nov,609,2,101,3,failure,0
3362,21,student,single,secondary,0,6,0,0,unknown,9,may,622,1,-1,0,unknown,0
325,33,technician,married,secondary,0,6699,0,0,cellular,9,nov,425,1,462,1,failure,0
977,44,self-employed,married,tertiary,0,134,0,0,cellular,28,aug,86,4,-1,0,unknown,0
3987,32,services,married,secondary,0,61,1,0,cellular,8,jul,529,5,-1,0,unknown,0
2693,40,admin.,married,secondary,0,0,1,1,cellular,17,nov,57,1,-1,0,unknown,0
988,42,management,single,tertiary,0,525,0,0,cellular,13,aug,127,2,-1,0,unknown,0
3249,58,housemaid,married,primary,0,435,1,0,telephone,28,jul,122,6,-1,0,unknown,0
1161,29,unemployed,single,tertiary,0,991,0,0,cellular,5,feb,563,1,-1,0,unknown,0
909,34,entrepreneur,married,secondary,0,-139,1,1,unknown,27,may,492,2,-1,0,unknown,0
3738,35,blue-collar,married,primary,0,422,1,0,cellular,14,may,73,1,-1,0,unknown,0
713,25,student,single,secondary,0,1790,0,0,cellular,17,apr,224,1,322,3,failure,0
2441,36,admin.,married,secondary,0,957,1,0,unknown,21,may,206,1,-1,0,unknown,0
3701,51,management,married,tertiary,0,5108,1,0,cellular,8,oct,272,1,102,8,other,0
1554,36,services,married,secondary,0,1328,1,0,unknown,6,jun,82,4,-1,0,unknown,0
2982,38,technician,married,tertiary,0,1161,1,0,unknown,8,may,665,1,-1,0,unknown,0
3547,36,blue-collar,single,secondary,0,35,1,0,unknown,3,jun,435,3,-1,0,unknown,0
1101,28,management,married,tertiary,0,1480,1,0,cellular,18,may,143,1,-1,0,unknown,0
3313,36,services,married,primary,0,179,0,0,unknown,9,jun,411,1,-1,0,unknown,0
3713,32,blue-collar,married,secondary,0,119,0,0,cellular,4,may,20,5,-1,0,unknown,0
1930,32,services,married,secondary,0,255,1,1,unknown,21,may,86,2,-1,0,unknown,0
2702,57,housemaid,married,secondary,0,158,1,0,telephone,10,jul,73,1,-1,0,unknown,0
505,31,unemployed,married,secondary,0,296,1,0,unknown,20,may,378,3,-1,0,unknown,0
668,55,retired,divorced,secondary,0,138,0,0,cellular,17,jul,205,1,-1,0,unknown,0
3369,51,self-employed,divorced,secondary,0,1291,1,0,unknown,3,jun,51,2,-1,0,unknown,0
694,49,management,married,tertiary,0,1430,0,0,cellular,18,nov,231,2,-1,0,unknown,0
1407,36,unemployed,single,tertiary,0,9019,1,0,unknown,11,jun,952,3,-1,0,unknown,0
761,27,blue-collar,single,primary,0,1128,1,0,unknown,30,jun,88,4,-1,0,unknown,0
3408,38,management,single,tertiary,0,8669,1,0,telephone,20,apr,5,3,150,6,failure,0
1882,34,technician,single,secondary,0,440,1,0,cellular,6,may,445,2,345,2,failure,0
2928,32,technician,single,tertiary,0,930,0,0,cellular,27,aug,85,7,-1,0,unknown,0
1777,43,management,married,unknown,0,5172,1,0,unknown,29,may,57,3,-1,0,unknown,0
4297,26,blue-collar,single,secondary,0,592,1,1,unknown,27,may,174,1,-1,0,unknown,0
3471,46,blue-collar,married,primary,0,1291,1,0,cellular,14,may,142,3,259,17,failure,0
1810,28,blue-collar,married,secondary,0,373,1,0,cellular,14,may,10,9,344,1,failure,0
1936,37,management,single,tertiary,0,695,0,0,cellular,28,jan,233,1,-1,0,unknown,0
12,36,technician,married,tertiary,0,1109,0,0,cellular,13,aug,328,2,-1,0,unknown,0
4063,32,technician,married,secondary,0,485,0,0,cellular,26,aug,98,14,-1,0,unknown,0
4302,33,blue-collar,single,primary,0,1,1,0,cellular,20,apr,257,1,-1,0,unknown,0
2230,48,blue-collar,single,secondary,0,-552,0,1,cellular,21,nov,150,2,-1,0,unknown,0
3567,31,blue-collar,married,unknown,0,-120,1,0,cellular,17,jul,231,2,-1,0,unknown,0
1270,30,admin.,married,secondary,0,122,1,0,unknown,16,may,107,1,-1,0,unknown,0
1104,37,blue-collar,single,primary,0,851,1,0,cellular,15,may,151,1,352,1,failure,0
1421,28,admin.,married,secondary,0,-97,1,0,cellular,29,jan,79,1,225,2,success,0
3467,42,management,divorced,tertiary,0,221,1,0,unknown,7,may,720,2,-1,0,unknown,0
1171,36,admin.,single,secondary,0,0,0,0,cellular,20,apr,637,1,-1,0,unknown,0
2272,47,technician,divorced,tertiary,0,-1148,1,1,unknown,27,may,62,2,-1,0,unknown,0
2678,74,retired,married,secondary,0,935,0,0,cellular,26,jan,100,1,104,1,other,0
806,53,technician,divorced,unknown,0,629,1,0,cellular,8,may,298,1,-1,0,unknown,0
1208,28,management,married,tertiary,0,3694,0,1,cellular,8,jul,70,2,-1,0,unknown,0
234,30,student,single,secondary,0,3096,0,0,cellular,26,jan,123,1,-1,0,unknown,0
43,32,technician,married,tertiary,0,396,1,0,cellular,13,may,205,3,-1,0,unknown,0
4432,32,management,married,secondary,0,3935,1,0,unknown,29,may,129,2,-1,0,unknown,0
2400,43,self-employed,married,secondary,0,104,0,0,unknown,17,jun,332,1,-1,0,unknown,0
2824,28,management,single,tertiary,0,2380,0,0,cellular,14,sep,394,2,-1,0,unknown,0
1475,57,management,married,tertiary,0,1172,0,0,unknown,18,jun,26,1,-1,0,unknown,0
3585,33,entrepreneur,married,secondary,0,-118,1,1,unknown,27,may,421,3,-1,0,unknown,0
4032,58,retired,married,secondary,0,14412,0,0,cellular,18,nov,297,1,-1,0,unknown,0
2954,51,services,married,secondary,0,0,0,1,unknown,26,jun,565,3,-1,0,unknown,0
95,41,unknown,single,tertiary,0,1567,0,0,cellular,1,jul,291,2,-1,0,unknown,0
1718,37,blue-collar,married,primary,0,704,0,0,unknown,18,jun,165,7,-1,0,unknown,0
4345,34,technician,single,secondary,0,174,0,0,telephone,11,may,259,4,-1,0,unknown,0
3154,34,management,divorced,secondary,0,291,0,0,cellular,7,aug,91,2,-1,0,unknown,0
1842,59,retired,divorced,primary,0,7179,0,0,cellular,5,feb,150,1,-1,0,unknown,0
